,comments,created_time,from,id,likes,content,shares,type,,,,
433,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl6TVRreU9USTBORE13TnpNM09qRTBNamd4TVRNMU5EQT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl5TmpnMU9Ua3hNVFE0TURrM09qRTBNamd3TWpNMk1EST0='}}, u'data': [{u'message': u'Chicos los estamos esperando en MANOS QUE AYUDAN...Un Amigo x Gabriel. Copiapo, Lindo viaje¡¡', u'from': {u'name': u'Yoryta Doroty Zalazar', u'id': u'10205373192388727'}, u'id': u'822681947815168_822685991148097'}, {u'message': u'Ha sido genial conocerlos', u'from': {u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisi\xf3n', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}, u'id': u'822681947815168_823192924430737'}], u'summary': {u'total_count': 2, u'order': u'ranked'}}",2015-04-03 01:02:05,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_822682001148496,"{u'paging': {u'cursors': {u'after': u'MTAyMDQxMzQ3MzQ0NjI3NDk=', u'before': u'ODgzMTgxMzc4NDM2ODU1'}}, u'data': [{u'id': u'883181378436855', u'name': u'Francy Quiroz'}, {u'id': u'1476979905944694', u'name': u'Sandra Bedoya'}, {u'id': u'10207403109989721', u'name': u'Carvajal Mary'}, {u'id': u'10204466824903348', u'name': u'Jacqueline Zacconi'}, {u'id': u'10208931790116689', u'name': u'Veronica Susana Zuñiga Salvatierra'}, {u'id': u'10208429064142215', u'name': u'Johanna Katherine Aguirre Olivares'}, {u'id': u'10205714378394099', u'name': u'Maximo Daniel Alvarado Lazcano'}, {u'id': u'1536825989908724', u'name': u'Margarita Retamal'}, {u'id': u'10205566880282094', u'name': u''Yariksa Jaqueline'}, {u'id': u'10206297776541603', u'name': u'Elizabeth Inda'}, {u'id': u'10153162899352135', u'name': u'Guillermo Vargas K'}, {u'id': u'10152717412619043', u'name': u'Luz María Zavala García'}, {u'id': u'10208030055490179', u'name': u'Jackel Oyarzun'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'1655064221421174', u'name': u'Maria Araya Araya'}, {u'id': u'10204134734462749', u'name': u'Raul Ignacio'}], u'summary': {u'total_count': 17}}","Llegó el momento! Ya en camino desde Santiago,  Christopher Bravo presidente de Chilenos con decisión  y Gonzalo Sanchez Coordinador Político de la organización proximo destino #Copiapo #FUERZANORTEDECHILE",{u'count': 5},photo,,,,
434,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl5TVRNME5qRTNPRFk1T1RBeE9qRTBNamM1TVRrd05qaz0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl5TURrd01UQXhNakEzTmpnMk9qRTBNamM1TVRBMk5qQT0='}}, u'data': [{u'message': u'Cuando se empieza??', u'from': {u'name': u'Ines Naipayan Leon', u'id': u'10206145415327849'}, u'id': u'822089031207793_822090101207686'}, {u'message': u'Y para los de regiones que queremos ir ayudar al norte que se puede hacer... no me intereza lo que paguen solo quiero ayudar.', u'from': {u'name': u'Aelita LC', u'id': u'1607997472749837'}, u'id': u'822089031207793_822134617869901'}], u'summary': {u'total_count': 2, u'order': u'ranked'}}",2015-04-01 17:47:46,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_822089031207793,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAxNTE5OTQ3MDc4MTY0MDA='}}, u'data': [{u'id': u'10151994707816400', u'name': u'Natalia Ciutat'}, {u'id': u'10206739711750451', u'name': u'Margarita Martinez Cortes'}, {u'id': u'10203191091473654', u'name': u'Carolina Hidalgo Caceres'}, {u'id': u'10203796622616451', u'name': u'Valeria Roa Flores'}, {u'id': u'10205233115207636', u'name': u'Valeria Bravo Bonansea'}, {u'id': u'1607997472749837', u'name': u'Aelita LC'}, {u'id': u'10207424224577173', u'name': u'Sabrina Alejandra Murillo Jorquera'}, {u'id': u'10207479344522635', u'name': u'Graciela Inzunza Galdames'}, {u'id': u'10204384679514474', u'name': u'Enrique Vera Vargas'}, {u'id': u'10152166734986615', u'name': u'Jorge Rodriguez Abraham'}, {u'id': u'10206145415327849', u'name': u'Ines Naipayan Leon'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 12}}","Estimados, se necesitan 60 personas hombres y mujeres mayores de 18 años para trabajar en la Onemi por 15 dias, para operaciones por tragedia del Norte. Pago $150.000 liquidos + Horas Extras + Sabados y Domingos Horas Extras al 100%. El trabajo es en la comuna de Cerrillos. Presentarse hoy con CV en Calle Monumento 2090, Segundo Piso. Metro Plaza Maipu a las 15:30 hrs. Adecco Maipu.",{u'count': 42},status,,,,
435,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-04-01 11:32:51,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_821964154553614,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDczMDI2NTg1NDAwNjM='}}, u'data': [{u'id': u'10207302658540063', u'name': u'Osvaldo Figueroa Lizana'}, {u'id': u'10208918461859302', u'name': u'Claudio Guerrero'}, {u'id': u'10153162899352135', u'name': u'Guillermo Vargas K'}, {u'id': u'578211068976880', u'name': u'Analia Del Carmen Perez Arriagada'}, {u'id': u'10205566880282094', u'name': u''Yariksa Jaqueline'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 6}}",Seguimos adelante! Junto a los damnificados del norte del pais! Ayúdanos!,,photo,,,,
436,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-03-31 11:17:36,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_821185564631473,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAxNTMxNjI4OTkzNTIxMzU='}}, u'data': [{u'id': u'10153162899352135', u'name': u'Guillermo Vargas K'}, {u'id': u'1463204150582715', u'name': u'Pedro Poggini'}, {u'id': u'105602986183817', u'name': u'Casa Chile Alicante'}, {u'id': u'10204458090361802', u'name': u'Guillermo Cobo Arnaiz'}, {u'id': u'930892266972225', u'name': u'Dany Moreno Muñoz'}, {u'id': u'10205566880282094', u'name': u''Yariksa Jaqueline'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 7}}",Sin tu ayuda no lograremos llegar a la meta. Sumate a la campaña.  Aun hay tiempo!  Contamos contigo!,{u'count': 14},photo,,,,
438,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-03-30 15:45:01,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_820735321343164,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAxNTMxNjI4OTkzNTIxMzU='}}, u'data': [{u'id': u'10153162899352135', u'name': u'Guillermo Vargas K'}, {u'id': u'10207302658540063', u'name': u'Osvaldo Figueroa Lizana'}, {u'id': u'10206145415327849', u'name': u'Ines Naipayan Leon'}, {u'id': u'369815403172389', u'name': u'Karolaan Wayland'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 5}}",Nuestro equipo viaja a Copiapo. necesitamos financiar viaje para no ser carga de los damnificados. Ayúdanos para estar por tres dias disponibles y al servicio de los que nos necesitan. Contamos contigo!,{u'count': 5},photo,,,,
439,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl3TmpVMU56azRNREUzTnpnek9qRTBNamMzTVRVd01qRT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl3TmpVMU56azRNREUzTnpnek9qRTBNamMzTVRVd01qRT0='}}, u'data': [{u'message': u'Manos que Ayudan en terreno :)', u'from': {u'name': u'Yoryta Doroty Zalazar', u'id': u'10205373192388727'}, u'id': u'820653661351330_820655798017783'}], u'summary': {u'total_count': 1, u'order': u'ranked'}}",2015-03-30 11:21:43,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_820653661351330,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDUzNTU5NDA0Mzc5NDE='}}, u'data': [{u'id': u'10205355940437941', u'name': u'Pauly Godoy Astudillo'}, {u'id': u'563549150477935', u'name': u'Elizabeth Loayza'}, {u'id': u'695386780601295', u'name': u'Graciela Colipi Curilef'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 4}}",Un resumen de del estado en lo vivido hasta el día de ayer en la Ciudad de Copiapo.  Favor difundir.,{u'count': 1},photo,,,,
440,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-03-30 01:24:48,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_820473374702692,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}","Damos las gracias a nuestro amigo Jose Manuel Gonzalez quien ha sido el primero en generar una donacion para nuestro viaje en equipo a la comuna de Copiapo!!!! GRACIAS AMIGO! si quieres aportar en dinero efectivo, solamente debes transferir a la siguiente cuenta:
O.N.G. Asociación de Chilenos con Decisión // Rut: 65.065.654-7 // cta cte: 66899063 // banco Santander // correo cbravo@chilenoscondecision.cl",{u'count': 7},photo,,,,
441,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-03-29 21:45:04,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_820413051375391,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDQ0MjQyMTE1NjAxODc='}}, u'data': [{u'id': u'10204424211560187', u'name': u'Carlos Pinochet'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}","Recuerda que estamos en campaña de donación de artículos para los damnificados del norte ( COPIAPO Y EL INTERIOR DE TARAPACA) contamos con tu ayuda y aporte. si quieres aportar en dinero efectivo, solamente debes transferir a la siguiente cuenta:

O.N.G. Asociación de Chilenos con Decisión // Rut: 65.065.654-7 // cta cte: 66899063 // banco Santander // correo cbravo@chilenoscondecision.cl",{u'count': 23},photo,,,,
442,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl3TkRReE56TTBOekExT0RVMk9qRTBNamMyTnpJd01EVT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl3TkRFNE56QTRNRFF4TkRreU9qRTBNamMyTmpZNU5EQT0='}}, u'data': [{u'message': u'Sobre el punto 1 escuche varios reportes hoy 29 de marzo en la Radio Bio Bio. Especificamente Vallenar y Alto del Carmen.', u'from': {u'name': u'Miguel Rojas Zu\xf1iga', u'id': u'10205519693933043'}, u'id': u'820385721378124_820418708041492'}, {u'message': u'', u'from': {u'name': u'Helen Rita Sandoval', u'id': u'908899185803448'}, u'id': u'820385721378124_820441734705856'}], u'summary': {u'total_count': 3, u'order': u'ranked'}}",2015-03-29 20:46:12,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_820385721378124,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDUzNTU5NDA0Mzc5NDE='}}, u'data': [{u'id': u'10205355940437941', u'name': u'Pauly Godoy Astudillo'}, {u'id': u'10152465438528087', u'name': u'Ingrit Rojas'}, {u'id': u'10152643640837773', u'name': u'Aurelio Gonzalez'}, {u'id': u'10152829376838376', u'name': u'Dida Tosti'}, {u'id': u'695386780601295', u'name': u'Graciela Colipi Curilef'}, {u'id': u'10152495373447833', u'name': u'Jorge Vergara'}, {u'id': u'566281943536313', u'name': u'Loreto Rivas Contreras'}, {u'id': u'587089924770328', u'name': u'Mercedes Merchy Vega'}, {u'id': u'490088834472267', u'name': u'Alejandro Rubilar'}, {u'id': u'10204441044206211', u'name': u'Oscar Diaz Angel'}, {u'id': u'908899185803448', u'name': u'Helen Rita Sandoval'}, {u'id': u'811383378925979', u'name': u'Fabiola Mamani'}, {u'id': u'600558976714612', u'name': u'Marisol Stamatiú'}, {u'id': u'10206368052217342', u'name': u'Patricia Serra Telechea'}, {u'id': u'10208989856130456', u'name': u'Viviana Andrea López Céspedes'}, {u'id': u'10207243029654436', u'name': u'Oscar David Hinojosa Morasso'}, {u'id': u'1540368539577869', u'name': u'Priscilla Del Pilar Arqueros Pizarro'}, {u'id': u'10152476350547128', u'name': u'Dani Rosales'}, {u'id': u'1128666600482086', u'name': u'Patricia Guzman'}, {u'id': u'1585424448351653', u'name': u'Mirian Castillo Argandoña'}, {u'id': u'10205325689206942', u'name': u'Pamela Gonzalez Correa'}, {u'id': u'10209055784651608', u'name': u'Jovi De Meriño Ulloa'}, {u'id': u'1088904641172970', u'name': u'Sandra Emilia Espinoza Contreras'}, {u'id': u'10205923542504623', u'name': u'Silvana F. Olivares'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 25}}","ESTÁ PASANDO URGENTE DESDE COPIAPO: 
Nuestra coordinadora de Copiapo Solange Arriagada nos informa:

1.- ha llegado mucha ayuda a los centros de acopio. El problema es que están poniendo muchas trabas a las personas que vamos a terreno a dejarla. No nos están dejando sacar nada
Para entregar. El problema es que las cosas no están bien repartidas, al menos en los lugares que fuimos ayer no había llegado ninguna ayuda. Militares nos piden que le traigamos foto del carnet de identidad de las personas, fotos etc. Ayer intentamos dejar la mayor evidencia de lo entregado para que nos den mas cosas. 
3.- escucho en la tele que acá en Copiapo se esta volviendo a la normalidad. Mentira!!!! Todo esta lleno de barro por todos lados, personas aún atrapadas en sus casas. Pueblos bajo es barro.
4. Ayer fuimos a terreno y solo vi 4 militares que estaban solo custodiando. No vi ningún efectivo carbonero, militar, etc.
Con una pala sacando barro.
5.-mienten en la cantidad de muertos. 1o en todo el norte? Eso es una mentira, por buenas fuentes se que están mintiendo en todo. De echo en la localidad de los loros se están buscando muchas mujeres que dormían en un container. 
6.- faltan muchas palas y botas de agua. Faltan manos para sacar el barro y camiones, ya que mugen y mueven el barro pero no se lo llevan.
7.- muchos sectores siguen sin agua, yo llevo 4 días. 
8.- ayer fue el funeral del
Niñito de 4 años que se le soltó de los brazos a su padre. 
9.- una persona ayer intento quemarse a lo bonzo por la poca toda recibida. 
 10.- llegaron fuerzas militares a resguardar la seguridad.
11.- se adelantó el toque de queda a las 21:00",{u'count': 92},photo,,,,
444,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-03-29 13:48:40,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_820223838060979,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}","No perdamos tiempo y ayúdanos a seguir recolectando ayuda! Comparte en tu muro y redes sociales. Concreta enviándonos ayuda real, no basta un Like, sino artículos de verdad! Contamos contigo",{u'count': 8},photo,,,,
445,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl3TkRRMU56UTRNRE00TnpnNE9qRTBNamMyTnpJNU16ST0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl3TkRRMU56UTRNRE00TnpnNE9qRTBNamMyTnpJNU16ST0='}}, u'data': [{u'message': u'Compartido !!!', u'from': {u'name': u'Helen Rita Sandoval', u'id': u'908899185803448'}, u'id': u'819917064758323_820445748038788'}], u'summary': {u'total_count': 1, u'order': u'ranked'}}",2015-03-28 19:58:59,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_819917088091654,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDg3ODQ4ODY2ODAzNjQ='}}, u'data': [{u'id': u'10208784886680364', u'name': u'Gerardo Maximiliano Figueroa Garcia'}, {u'id': u'908899185803448', u'name': u'Helen Rita Sandoval'}, {u'id': u'10205325689206942', u'name': u'Pamela Gonzalez Correa'}, {u'id': u'10205694579232930', u'name': u'Marcela Valenzuela'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 5}}",Te presentamos la lista de artículos que necesitamos para nuestra campaña de emergencia para las regiones de Tarapaca y Atacama.  Favor difundir en tus redes sociales.  Contamos contigo.  Si quieres ayudar contactanos por mensaje interno.,{u'count': 31},photo,,,,
446,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-03-28 16:01:36,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_819840931432603,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDM3MTI5MTY3OTYxOTk='}}, u'data': [{u'id': u'10203712916796199', u'name': u'Nubia Olguìn Cantillana'}, {u'id': u'10205155516675437', u'name': u'Olga Nina'}, {u'id': u'10205566880282094', u'name': u''Yariksa Jaqueline'}, {u'id': u'10205694579232930', u'name': u'Marcela Valenzuela'}, {u'id': u'10204490208557851', u'name': u'Ricardo Requejo'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 6}}","Christopher Bravo, presidente de la ONG CHILENOS CON DECISION  junto a  Patricia Ferrer Galaz Directora.
Raúl Álvarez Miranda, Profesor, inspector y parte del directorio del colegio Manantial ubicado en la comuna de  San Miguel. Chilenos con decisión comenzará un trabajo en equipo junto al colegio.  Es una gran noticia y orgullo para nuestra organización",{u'count': 1},photo,,,,
447,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREl3TkRnME1UUXhNelk0TWpneU9qRTBNamMyT0RFek5qST0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPREU1TnpBME1qSTRNVEV5T1RRd09qRTBNamMxTXpJMk5ERT0='}}, u'data': [{u'message': u'Hay Dios mio que terrible :(', u'from': {u'name': u'Karol Fernanda Inostroza Carrillo', u'id': u'10205774353218093'}, u'id': u'819605794789450_819704228112940'}, {u'message': u'Es horrible... Misiricordia señor..', u'from': {u'name': u'Carmen Pachanga Pulenta', u'id': u'10206583861748722'}, u'id': u'819605794789450_820224498060913'}, {u'message': u'K pena mas grande ,pero muxa fuerza y k las autoridades se pongan las pilas .', u'from': {u'name': u'Rosa Campusano', u'id': u'942898989084194'}, u'id': u'819605794789450_820263084723721'}, {u'message': u'Que desgracia tan terrible, como será estar ahí, si con solo ver las imágenes o leer un relato de como está todo, se me apreta la garganta, q desconzuelo mas grande. Dios mío pon un poquito de conzuelo a todas esas personas que viven en carne propia el dolor de perder a alguien en una tragedia, ayudales a empezar de nuevo...', u'from': {u'name': u'Erica Lopez Guerrero', u'id': u'1672960839648476'}, u'id': u'819605794789450_820273141389382'}, {u'message': u'LUUUUZ que toda esta terrible pesadilla pase pronto....', u'from': {u'name': u'Angelica Fernandez Soto', u'id': u'10203826072311202'}, u'id': u'819605794789450_820296708053692'}, {u'message': u'', u'from': {u'name': u'Helen Rita Sandoval', u'id': u'908899185803448'}, u'id': u'819605794789450_820454098037953'}, {u'message': u'', u'from': {u'name': u'Helen Rita Sandoval', u'id': u'908899185803448'}, u'id': u'819605794789450_820454211371275'}, {u'message': u'Compartan porfa..no dejan sacar nada de lo que llego de la gente para los Nortinos...no es ayuda del gobierno..ellos solo la requisaron..seguramente dirán despu s que es del gobierno y se sacaran fotos repartiendo para subir en las encuestas son unos .....', u'from': {u'name': u'Helen Rita Sandoval', u'id': u'908899185803448'}, u'id': u'819605794789450_820455024704527'}, {u'message': u'Pero los camiones que llegan con ayuda, porque son entregados a gente del gobierno? Que sean los mismos voluntarios que repartan eso, ya que es sabido que nunca se da todo a la gente damnificada... No se como pueden seguir confiando aun -.-,', u'from': {u'name': u'Carito Andrea', u'id': u'10207353718626079'}, u'id': u'819605794789450_820484141368282'}], u'summary': {u'total_count': 9, u'order': u'ranked'}}",2015-03-28 02:25:58,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_819605794789450,"{u'paging': {u'cursors': {u'after': u'NzAyNjE3ODkzMjE1NTk0', u'before': u'MTAyMDUzNTU5NDA0Mzc5NDE='}}, u'data': [{u'id': u'10205355940437941', u'name': u'Pauly Godoy Astudillo'}, {u'id': u'10207096493120227', u'name': u'Rosario Salinas'}, {u'id': u'1211527545524317', u'name': u'Rosalia Andrea Castillo'}, {u'id': u'695386780601295', u'name': u'Graciela Colipi Curilef'}, {u'id': u'10206546533802769', u'name': u'Ivonne Huinca Millao'}, {u'id': u'1850251521868171', u'name': u'Miguel Angel Murillo Diaz'}, {u'id': u'10208412174362355', u'name': u'Laura Rosa García Yañez'}, {u'id': u'693437087467530', u'name': u'Ramón Fuentealba'}, {u'id': u'10204914686246092', u'name': u'Aracely Quezada'}, {u'id': u'10203520315071958', u'name': u'Nena Araya'}, {u'id': u'10208241344012928', u'name': u'Karen Christie'}, {u'id': u'10208939340785043', u'name': u'Carol Fuentes Romero'}, {u'id': u'10206923713875716', u'name': u'Laura Cruz'}, {u'id': u'10204385467016168', u'name': u'Luis Hernán Águila'}, {u'id': u'10207124348820054', u'name': u'Krmen Ksnga'}, {u'id': u'744084059055186', u'name': u'Sofiiaa Carvajaal'}, {u'id': u'10208534196171219', u'name': u'Isabel Rivera'}, {u'id': u'10205155516675437', u'name': u'Olga Nina'}, {u'id': u'10206481825822175', u'name': u'Karin Graciela Godoy Rosales'}, {u'id': u'10208984971965616', u'name': u'Marisel Amelia Santibañez Toro'}, {u'id': u'10208675721073653', u'name': u'Jessica Gabriela Farias Concha'}, {u'id': u'10208818967938452', u'name': u'Paulo Bassi Scola'}, {u'id': u'862204740457919', u'name': u'Maria Olea'}, {u'id': u'477862452366647', u'name': u'Yohana Elizabeth'}, {u'id': u'10208411873033565', u'name': u'Ximena Andrea Diaz Riquelme'}, {u'id': u'843863605670239', u'name': u'Sergio Max Drago Ordenes'}, {u'id': u'10204828431857503', u'name': u'Carolina Pastén Soto'}, {u'id': u'10205676157806024', u'name': u'Abel Alicera Valdivia'}, {u'id': u'10204490208557851', u'name': u'Ricardo Requejo'}, {u'id': u'10206145415327849', u'name': u'Ines Naipayan Leon'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205774353218093', u'name': u'Karol Fernanda Inostroza Carrillo'}, {u'id': u'10153112465559014', u'name': u'Darlyn Rojasram'}, {u'id': u'1560967087467827', u'name': u'Nancy Correa'}, {u'id': u'10206090684092932', u'name': u'Cristina Vasquez Soto'}, {u'id': u'10203191943177363', u'name': u'William Currey'}, {u'id': u'10205694579232930', u'name': u'Marcela Valenzuela'}, {u'id': u'10204660962260836', u'name': u'Guillermo Gonzalo Guzman Muñoz'}, {u'id': u'10204018729815510', u'name': u'Fernando Olivares Rojas'}, {u'id': u'10204548777379809', u'name': u'Raúl Rodrigo Araya Ortiz'}, {u'id': u'10208805160550711', u'name': u'Naldy Espinoza Gallardo'}, {u'id': u'10205912350709154', u'name': u'Ingris Del Valle Fabri'}, {u'id': u'702617893215594', u'name': u'Betsabe Gómez'}], u'summary': {u'total_count': 43}}","Reporte de nuestra amiga Solange Arriaga coordinadora de Chilenos con Decisión en la Región de Atacama comuna de Copiapo:

1.- La ciudad esta bajo el barro, algunos tapados hasta el techo. Los lugares altos estan un poco mejor como el palomar, ya que el rio no arrazo con nuestras casas, pero nos encontramos si agua hace tres dias.

2.- Paipote, los loros, san antonio lugares rurales desaparecieron, tengo amigos que perdieron todo.

3.- Anoche casi nadie durmio por la amenaza de robos, andaban en todos lados, contamos con pocos carabineros y de las fuerzas armadas. 

4.- Tambien tuvimos la amenaza de la quebrada de paipote que se estaba desbordando y amenazas del tranque lautaro. Al menos el ultimo fue desmentido.

5.- En los supermercados hay colas inmensas y solo puedes comprar 2 bolsas.

6.- Hay muchos desaparecidos. No quiero alarmar pero pienso que deben estar muchos bajo el barro. No se como dicen que hay como 16 desaparecidos si yo veo a cada rato personas buscando a sus familiares.

7.- La muerte que mas nos conmovio fue de un niño de 4 años que se le solto de los brazos al padre, ya que se le habia roto y en el otro tenia a su bebe. El cuerpo del niñito fue encontrado gracias a Dios.

8.- Aca en el sector que yo vivo, en donde no paso nada, no hay agua y cuando sali me di cuenta que hay un polvillo en el aire, es por el barro y el paso de los autos, esto pasara en todo copiapo cuando el barro baje. Vendran muchas enfermedades respiratorias.

9.- San Pedro a la salida norte de copiapo camino a Caldera, perdieron todo, habian  muchas parcelas. se perdio todo. Una amiga perdio toda la cosecha y los animales.

Bueno mas rato les informo mas @chilenos con desicion. Y les comunico a todos los Copianos, que esta ONG, nos va a yudar en lo que puedan desde Santiago. Loe estamos esperando y estamos muy agradecidos.

Cariños

""""MANOS QUE AYUDAN"""" Un Amigo x Gabriel. Copiapo y Chilenos con Decisión, Veronica Arriagada, Kalhu Penelope Glamur Arriagada,  conjunto con quien les escribe, trabajando para levantar a Copiapó.

Cualquier informacion se agradece, para estar informando.",{u'count': 159},photo,,,,
