,A,date,C,D,content,,
1268,"5,88839784044433E+017",2015-04-16 23:01:59,3,3,Para seguir llevando ayuda en abastecimiento/higiene/alimentación y abrigo al #Norte ¡PALETÉATE CON 1 KIT SOLIDARIO! http://t.co/aTgrsIwJKs,,
1269,"5,88815776112632E+017",2015-04-16 21:26:35,1,2,"KITS SOLIDARIOS para paliar las necesidades más inmediatas de nuestra gente del #Norte ¡Difunde, Comparte, Dona! RT http://t.co/9X0c0xT7Ty",,
1270,"5,88735063992324E+017",2015-04-16 16:05:52,0,0,@francisca16_ seguimos recibiendo de 8:30 a 20:00 hrs,,
1271,"5,8872085421466E+017",2015-04-16 15:09:24,0,1,"Voluntarios dirigirse a Ramón Freire 415 Copiapó con mascarillas, botas, guantes (si tienen) o se les pasarán. https://t.co/Ctjd3Y5p47",,
1272,"5,8869180888612E+017",2015-04-16 13:13:59,0,1,Nos reunimos c/Gobernador de Chañaral Yerko Guerra para conocer las necesidades inmediatas de la población http://t.co/nngOLIIOQb,,
1273,"5,88477244701549E+017",2015-04-15 23:01:23,2,3,"Aporta con un ""Kit Solidario"" para quienes lo perdieron todo. 1.Kit de limpieza 2.Kit Cocina y enseres 3.Kit Cama http://t.co/g5srlNH5Ca",,
1274,"5,88454485283996E+017",2015-04-15 21:30:56,1,2,Haz tu donación en línea y ayúdanos a seguir llevando apoyo a las familias damnificadas de nuestro #norte. http://t.co/1CUnYxMPv1,,
1275,"5,88434270936379E+017",2015-04-15 20:10:37,0,9,"RT @pwalkersj: ""Cinco millones d chilenos viven en algún nivel de pobreza"" afirma JCristobal Romero tras analizar datos arrojados x ultima …",,
1276,"5,88432383591997E+017",2015-04-15 20:03:07,1,0,"@francisca16_ Si, en Jotabeche 867 Estación Central",,
1277,"5,88432206890164E+017",2015-04-15 20:02:25,0,7,"RT @americasolidari: Organizaciones coordinadas entre sí, y con sector público y privado para ayudar el norte. #TodoXChile http://t.co/5ab4…",,
1278,"5,88432068281008E+017",2015-04-15 20:01:52,0,8,RT @EstacionMapocho: El esfuerzo de la sociedad civil en ayuda al norte ¡no cesa! sigamos apoyando a la red #TodoXChile ¡pronto sitio web! …,,
1279,"5,88107164906041E+017",2015-04-14 22:30:49,0,7,"Sabías que un 29,2% de la población nacional vive en algún nivel de POBREZA según análisis de la CASEN http://t.co/kZy0wGWKke cc @DMatamala",,
1280,"5,88099832004346E+017",2015-04-14 22:01:40,1,3,"Seguimos recibiendo en nuestras sedes HC de todo el País: Colchonetas, Ropa de Cama, Ollas y art d cocina RT!",,
1281,"5,88092055517291E+017",2015-04-14 21:30:46,0,2,5 Millones de Chilenos vivirían en la Pobreza ¿Ya sabías esto? http://t.co/mJHf5RRLGu cc. @SoledadOnetto,,
1282,"5,88084769541464E+017",2015-04-14 21:01:49,2,3,Continúa Campaña Solidaria Red #TodoXChile con + de 8mil litros d Agua de @FOJIChile @EstacionMapocho @balm_artejoven http://t.co/OmLhI6lTgL,,
1283,"5,87993985853092E+017",2015-04-14 15:01:05,2,7,Hemos entregado ayuda directa a casi 500 pers d Copiapó y sus alrededores ESTO NO PARA ACÁ ¡Necesitamos tu apoyo! http://t.co/klWIm8LlsS,,
1284,"5,87983628828877E+017",2015-04-14 14:19:55,0,4,"RT @pwalkersj: Sector Millarai, Copiapó, abastecimiento de familias aisladas en coordinación con Junta de Vecinos. http://t.co/ikL3NJeg24",,
1285,"5,87979726276428E+017",2015-04-14 14:04:25,0,6,"RT @EstacionMapocho: AHORA @EstacionMapocho, @FOJIChile y @balm_artejoven preparan envío solidario a @Hdecristo en apoyo a red #TodoxChile …",,
1286,"5,87968965663666E+017",2015-04-14 13:21:40,0,7,RT @hoyxhoycl: Cinco millones de chilenos vivirían en la pobreza. Hogar de Cristo analizó los datos de la Casen @Hdecristo http://t.co/dcdM…,,
1287,"5,87737527857062E+017",2015-04-13 22:02:00,1,1,Isidora/Ammy/Gabriel Los niños también se ponen c/Agua para el norte http://t.co/A6m7HNVenU http://t.co/zop8TK8h5Q #NuestroNorteNuestraAyuda,,
1288,"5,87708638506127E+017",2015-04-13 20:07:13,0,1,RT @ComyPobreza: El 16 de abril estaremos presentes en la 1ra Jornada sobre pluralismo en TV de @fucatel ¡Todos invitados! http://t.co/Gxtg…,,
1289,"5,8770819048321E+017",2015-04-13 20:05:26,0,2,LOS NIÑOS TAMBIÉN SE COMPROMETEN CON NUESTROS COMPATRIOTAS DEL NORTE http://t.co/21bWvcObmS #NuestroNorteNuestraAyuda,,
1290,"5,87708111768711E+017",2015-04-13 20:05:07,0,1,"RT @ReporteChile: Hogar de Cristo lleva adelante la iniciativa ""Nuestro norte, nuestra ayuda"" http://t.co/Wqn1UHP4ds",,
1291,"5,87688912409211E+017",2015-04-13 18:48:50,2,5,Llevando ayuda en: Colchones/frazadas/Leche en polvo/Kit de aseo/alimentos a sectores de PAIPOTE y TIERRA AMARILLA http://t.co/c5rSEargX1,,
1292,"5,87679528669028E+017",2015-04-13 18:11:32,0,7,RT @balm_artejoven: GRACIAS a tod@s los que ayudaron a reunir agua para el norte y a @EstacionMapocho y @FOJIChile Sin duda una tremenda ca…,,
1293,"5,87639206782054E+017",2015-04-13 15:31:19,1,2,Miles de hogares aún permanecen afectados por la emergencia. ¡Necesitamos cuadrillas para limpiar las casas! Ramón Freire 415 Copiapó,,
1294,"5,87621490964767E+017",2015-04-13 14:20:55,1,7,Realizan llamado a sumarse como voluntario para ayudar a los afectados por la catástrofe en Copiapó http://t.co/1DWtjIMaSA,,
1295,"5,87602334596932E+017",2015-04-13 13:04:48,0,7,"RT @pwalkersj: Copiapó,hoy am,voluntarios Hd Cristo llegan con ayuda,cruzando cerros,a familias q aun no eran contactadas http://t.co/zslTF…",,
1296,"5,87601205871964E+017",2015-04-13 13:00:19,0,1,RT @eligeeducar: Haz tu aporte y ayuda al Norte de Chile #TodoXChile http://t.co/Ngn61gipft,,
1297,"5,87366135873593E+017",2015-04-12 21:26:14,0,3,RT @superarpobreza: Un cariñoso saludo a nuestros prof. e inst. que trabajan x el Norte ¡Mucha fuerza! #TodoXChile @Hdecristo @INJUVCHILE h…,,
1298,"5,86952142713389E+017",2015-04-11 18:01:10,1,5,"""Nos hemos propuesto abastecer rápidamente a aquella gente que efectivamente hoy está necesitada”http://t.co/L5b3SAUxOT",,
1299,"5,86906904594612E+017",2015-04-11 15:01:24,1,12,"Tenemos 70 voluntarios operando, pero para distribución necesitamos muchos más, tanto personas como vehículos en Freire 415 Copiapó",,
1300,"5,86876811851788E+017",2015-04-11 13:01:50,2,16,Si vas a participar de la @maratonsantiago lleva tu donación de agua a frontis del Centro Cultural @EstacionMapocho 9 a 20 horas #TodoXChile,,
1301,"5,86665465059025E+017",2015-04-10 23:02:01,0,1,En terreno estamos apoyando el abastecimiento y levantando las necesidades de las localidades http://t.co/ZakMElWnPY http://t.co/7rWxkdzqTW,,
1302,"5,86620221097701E+017",2015-04-10 20:02:14,2,12,Este finde MUCHAS FORMAS DE AYUDAR Hazte Voluntario @TECHOChile / Lleva AGUA @EstacionMapocho http://t.co/QMycylYrtl http://t.co/OeanHBwtxo,,
1303,"5,86553411614745E+017",2015-04-10 15:36:45,0,14,"RT @pwalkersj: En Atacama,entramos a segunda etapa dentro dla emergencia: requerimos artículos dcocina y ajuar dcama,colchones,palas carret…",,
1304,"5,86543811322651E+017",2015-04-10 14:58:36,0,10,RT @EstacionMapocho: Convocando a asistentes de la @maratonsantiago continúa campaña de #acopiodeAGUA #TodoxChile http://t.co/ZDZk1GJgRs ht…,,
1305,"5,86537007163249E+017",2015-04-10 14:31:34,2,3,Existen familias q resultaron damnificadas y no han sido catastradas c/la encuesta EFU/Si conoces casos informarles! http://t.co/axarYMDkdl,,
1306,"5,86530393513427E+017",2015-04-10 14:05:17,0,4,RT @ExAlumnosINACAP: Recuerda que INACAP y el Hogar de Cristo se unen para ayudar en la catástrofe del norte de nuestro país. ¡Súmate! http…,,
1307,"5,86523469489242E+017",2015-04-10 13:37:46,0,3,#TodoXChile Organizaciones privadas trabajan unidas para el #Norte http://t.co/A7CAwoFEtA vía @PublimetroChile,,
1308,"5,86303133447512E+017",2015-04-09 23:02:14,3,8,¡OJO PENQUISTAS! Mañana 10/04 a las 10AM cargaremos camión al #norte en Serrano 1375 Conce ¡Necesitamos Manos! Favor RT,,
1309,"5,86293825557135E+017",2015-04-09 22:25:15,1,5,Reunidos junto a Ministra Villegas y diversas ONG's para coordinar trabajo en la zona de la catastrofe http://t.co/906e0h9gJ6 u #TodoXChile,,
1310,"5,86282131984376E+017",2015-04-09 21:38:47,0,4,RT @EstacionMapocho: Hasta este sábado competidor@s de la @maratonsantiago retiran kit y aportan agua a #TodoxChile http://t.co/VtNlOYUoeK …,,
1311,"5,86279678043914E+017",2015-04-09 21:29:02,1,0,"@pabloyaor @onemichile Jotabeche 867, Estación Central :)",,
1312,"5,86279133799416E+017",2015-04-09 21:26:52,9,30,"¡NECESITAMOS VOLUNTARIOS EN COPIAPÓ! para armar cajas c/alimentos no perecibles/carga y descarga d camiones en Freire 415, Copiapó.",,
1313,"5,86239783057392E+017",2015-04-09 18:50:30,0,4,"RT @DirectoraSenama: @Hdecristo y @SENAMAGOB coordinan medidas, acciones y programas para #personasmayores de @SenamaAtacama @RayenMaria ht…",,
1314,"5,8623062659813E+017",2015-04-09 18:14:07,0,2,"RT @SorayaHogasQ: Cerrando 1° momento de #seminarioOsorno @fparentesis , excelente exposición, mirada digna de incorporar n qhcer prof. htt…",,
1315,"5,86173623435665E+017",2015-04-09 14:27:37,6,12,Estamos en el #Norte apoyando el abastecimiento de localidades afectadas x la catástrofe. #NuestroNorteNuestraAyuda http://t.co/iAmch3htTp,,
1316,"5,86165718007292E+017",2015-04-09 13:56:12,0,1,RT @CaroEscobarTVN: Conversamos con el capellán @pwalkersj del @Hdecristo sobre el proceso y campañas para reconstrucción en el norte del p…,,
1317,"5,86150054752363E+017",2015-04-09 12:53:57,0,2,RT @SA_LaSegunda: @Hdecristo mantiene alerta por necesidades de damnificados en el Norte http://t.co/Y2eSNhumgr http://t.co/trL4OyJdos,,
1318,"5,85932824194195E+017",2015-04-08 22:30:46,2,2,"""Necesitamos dar razones solventes, fehacientes, para la esperanza. Hay q movilizar el país entero, apañar c/el país entero"" Pablo Walker sj",,
1319,"5,85925373180936E+017",2015-04-08 22:01:09,4,4,Compra un pack solidario en late.cl ¡Todo lo que compres irá en directa ayuda de los damnificados! #TodoXChile http://t.co/YPqsgaxPOM,,
1320,"5,85912124117021E+017",2015-04-08 21:08:30,0,3,"RT @pwalkersj: Mucha fuerza a los voluntarios del Hogar de Cristo en Atacama...universitarios, trabajadores,beneficiarios, vecinos: !la sol…",,
1321,"5,85908123887604E+017",2015-04-08 20:52:37,0,0,@tv_mauricio esperamos tu asistencia :),,
1322,"5,85902940856128E+017",2015-04-08 20:32:01,1,2,¡OJO! la @BandaConmocion hoy a las 18:30 en frontis de Estación Mapocho http://t.co/YwrWm13l6P ¡colabore con agua embotellada! #TodoXChile,,
1323,"5,85899732565938E+017",2015-04-08 20:19:16,0,12,"RT @Cooperativa: Hogar de Cristo manifestó ""preocupación"" por situación en norte del país http://t.co/F1tStvquU0 http://t.co/pKTjOnEvjl",,
1324,"5,85833967749898E+017",2015-04-08 15:57:56,0,11,"RT @pwalkersj: Escuela Estación, Paipote. Decenas dmiles sin colegio: apañemos a esas familias.!Abastece d cariño al norte! http://t.co/E9i…",,
1325,"5,85830853663658E+017",2015-04-08 15:45:34,0,1,RT @CamiBeta: En @cooperativa @rovaretti conversa con el Capellán del Hogar de Cristo @pwalkersj http://t.co/I8MKqoejNc,,
1326,"5,85830118083404E+017",2015-04-08 15:42:39,0,3,Banda Conmoción en vivo y con entrada liberada se suma a campaña solidaria de acopio de agua para #TodoXChile http://t.co/58YmqJipb1,,
1327,"5,85819898431066E+017",2015-04-08 15:02:02,2,1,"Te invitamos a leer:""Caminos para que Chile Crezca, pero con Igualdad"" de nuestra Dir Ejecutiva Bío Bío Cecilia Ponce http://t.co/2QYf38Eipn",,
1328,"5,85804536809423E+017",2015-04-08 14:00:59,2,4,Tras casi 15 días de la catástrofe del norte seguimos articulando la entrega de ayuda a la zona afectada ¡Aún queda mucha pega x hacer!,,
1329,"5,85789439131156E+017",2015-04-08 13:01:00,1,5,Avanzan los días y las necesidades se hacen + específicas en el #Norte ¡Trae tu donación en ROPA DE CAMA NUEVA! http://t.co/2XXt0f33lg,,
1330,"5,85781727378936E+017",2015-04-08 12:30:21,0,7,"""La desigualdad es 1 herida abierta q se alimenta n la medida q NO TODAS las pers logran alcanzar 1 estándar d vida q cubra sus necesidades""",,
1331,"5,85556733952688E+017",2015-04-07 21:36:19,0,14,RT @balm_artejoven: Mañana a las 1830 @BandaConmocion en @EstacionMapocho impulsando campaña de AGUA y #TodoXChile  junto a @FOJIChile http…,,
1332,"5,85480786838757E+017",2015-04-07 16:34:31,2,9,Continuamos apoyando el ABASTECIMIENTO DE AGUA en las zonas damnificadas por la catástrofe de Nuestro #Norte SÚMATE! http://t.co/uyMFEmvI2e,,
1333,"5,8546649322949E+017",2015-04-07 15:37:44,0,10,RT @pwalkersj: Familia Tomando once en el albergue dla Escuela La Estación (Paipote). Impresionantes historias de fortaleza http://t.co/lsM…,,
1334,"5,85445155810972E+017",2015-04-07 14:12:56,0,2,Gracias al aporte de miles de Chilenos hemos despachado 17 camiones con ayuda al #Norte sinembargo aún falta mucho http://t.co/TzmteAgNTB,,
1335,"5,85436246467568E+017",2015-04-07 13:37:32,0,12,RT @americasolidari: Crece y crece la mesa de coordinación de la sociedad civil para ayudar al norte.  Hoy somos muchos más! #TodoXChile ht…,,
1336,"5,8543443632341E+017",2015-04-07 13:30:21,0,1,@Karol_LuceroV @javiera014a en Santiago Jotabeche 867 Est Central (mira el mapa) http://t.co/w4IceV1reQ,,
1337,"5,85186836059922E+017",2015-04-06 21:06:28,0,3,RT @pwalkersj: Llegada camión n.15 a Copiapó.144 ton ya distribuidas.En la mañana reunión c MinistraDS ymesa  d orgsociales http://t.co/4Ue…,,
1338,"5,85166719737586E+017",2015-04-06 19:46:32,0,1,RT @fparentesis: @Hdecristo Este jueves 9 de abril junto a @inacaposorno en un nuevo Seminario de Psicoterapia. http://t.co/ZXBGlR4bTE http…,,
1339,"5,85125256152646E+017",2015-04-06 17:01:46,0,2,Lanzan segundo catastro para conocer realidad de personas en situación de calle http://t.co/teOuw2pFQh,,
1340,"5,85108352390292E+017",2015-04-06 15:54:36,0,16,RT @ministradsocial: En Copiapó Reunida con @superarpobreza y @Hdecristo coordinando acciones para Zonas afectadas en Atacama http://t.co/e…,,
1341,"5,8510698016505E+017",2015-04-06 15:49:09,0,2,"RT @superarpobreza: Estamos con @dsocial_gob, @Hdecristo y + org. civiles coordinandonos frente a la emergencia #TodoXChile http://t.co/M1D…",,
1342,"5,85098724516434E+017",2015-04-06 15:16:21,0,12,"Amigos de Concepción/necesitamos voluntarios para cargar camión al norte en  SERRANO 1375, échanos una manito RT! http://t.co/3LjrX1Dqac",,
1343,"5,8508213381274E+017",2015-04-06 14:10:25,0,9,RT @balm_artejoven: Se extiende nuestra campaña de acopio de AGUA hasta el sábado 11 de abril en @EstacionMapocho #TodoxChile @FOJIChile ht…,,
1344,"5,84868223750959E+017",2015-04-06 00:00:25,0,3,"""Mucho antes q una CATASTROFE NATURAL FUE UNA CATÁSTROFE ÉTICA la q firmó ntra sentencia de muerte"" Pablo Walker sj http://t.co/iw7duQ5Tet",,
1345,"5,84815338430341E+017",2015-04-05 20:30:16,3,5,Compra un Pack Soldiario en http://t.co/25l5ApqlH0 y tu donación y su utilidad irán en apoyo al #Norte http://t.co/krYSHe7DkU #TodoXChile,,
1346,"5,84792685510316E+017",2015-04-05 19:00:15,3,13,+ AGUA SE NECESITA y @EstacionMapocho @FOJIChile y @balm_artejoven la están recibiendo hasta el 11/Abril #TodoXChile http://t.co/dkzdBJlg9x,,
1347,"5,84777828316619E+017",2015-04-05 18:01:13,9,10,En1día como hoy s tan importante NO DEJAR dejar q ntros compatriotas pierdan la FE http://t.co/deGSZrjLHX http://t.co/CtUY8Rm7tC #TodoXChile,,
1348,"5,84762608827429E+017",2015-04-05 17:00:44,5,13,¡Inscríbete como Voluntarios en @TECHOChile hacen falta muchas manos! http://t.co/lhk6cmri5h #TodoXChile,,
1349,"5,8474766795735E+017",2015-04-05 16:01:22,0,4,Puedes ayudar al #Nortede Chile sin moverte de tu sitio entra aquí: http://t.co/vMmhB4AMrm #NuestroNorteNuestraAyuda,,
1350,"5,84732345732825E+017",2015-04-05 15:00:29,4,9,"""copiapinos saliendo a buscar vecinos desaparecidos aunque habían perdido su propia casa. Lección de Semana Santa"" http://t.co/DNlbONzOtb",,
1351,"5,8471756062249E+017",2015-04-05 14:01:44,2,5,Ntros Trabajadores de la Bodega de STGO Jotabeche 867 están esperándolos!! http://t.co/FnVMJgcY2Z Agua/Palas/mascarillas hasta las 8 PM RT!,,
1352,"5,84702256194413E+017",2015-04-05 13:00:55,12,20,En el Norte #elbarroeselenemigo Necesitamos herramientas para ACTIVAR el trabajo en terreno http://t.co/a7Ldd8ANzp #TYodoXChile,,
1353,"5,84686971190129E+017",2015-04-05 12:00:11,14,22,¡Feliz Pascua de Resurrección! Despertemos nuestros corazones y no olvidemos a quienes lo están pasando mal hoy #ArribaNorte #TodoXChile,,
1354,"5,8450605937884E+017",2015-04-05 00:01:18,3,6,"""El Padre Hurtado sabía q las transformaciones sociales eran imposibles sin una reforma auténtica de las conciencias"" http://t.co/4P3ReH7Hm5",,
1355,"5,84494484936925E+017",2015-04-04 23:15:19,8,14,Colabora comprando un Kit de Ayuda en @DesafioChile #elbarroeselenemigo #TodoXChile http://t.co/OxQ2zI5BYO,,
1356,"5,8448161308765E+017",2015-04-04 22:24:10,0,22,RT @TECHOChile: ¡Vamos avanzando! Voluntarios de TECHO-Chile en terreno con toda la motivación para terminar esas 30 primeras casas. http:/…,,
1357,"5,84479391100621E+017",2015-04-04 22:15:20,3,10,Nuestra bodega de Jotabeche 867 en Santiago está recibiendo tus donaciones hasta las 8PM¡No lo olvides! http://t.co/diZUaXLLyr #TodoXChile,,
1358,"5,84471416101278E+017",2015-04-04 21:43:39,0,29,RT @pwalkersj: No para el trabajo  Hogar dCristo (jotabeche867) acopiando y enviando ayuda al norte.Hasta ayer261 toneladas http://t.co/dal…,,
1359,"5,84467139140137E+017",2015-04-04 21:26:39,0,7,RT @americasolidari: #TodoXChile  Los centros de acopio que aún siguen funcionando: http://t.co/jrD9GOkcc6,,
1360,"5,84466899867726E+017",2015-04-04 21:25:42,0,0,"@peluchon3008 en primera instancia seguiremos acopiando hasta el martes 7 luego se evaluará dependiendo de necesidades, saludos!",,
1361,"5,84465893930983E+017",2015-04-04 21:21:42,0,4,RT @LaNoticiaOn: El @Hdecristo llama a no abandonar a damnificados del norte en #SemanaSanta: http://t.co/7EKqfEMYO8 http://t.co/5EUzC06Yyy,,
1362,"5,84430470190002E+017",2015-04-04 19:00:56,1,3,"Ya hemos despachado 172 toneladas c/ayuda al Norte en agua, útiles de aseo personal, etc. http://t.co/Cm5BY7Y1fz ¡Gracias a todos el apoyo!",,
1363,"5,8440010865929E+017",2015-04-04 17:00:18,3,7,Con los días los medios dejarán d hablar del #Norte pero LOS DAMNIFICADOS NO DESAPARECERÁN. Trae tu ayuda http://t.co/jJAX1sv4Xc #TodoXChile,,
1364,"5,84385485591749E+017",2015-04-04 16:02:11,0,7,"""Necesitamos pasar d una ética d normas externas a una conciencia moral, donde hagamos lo justo aunque nadie nos vea"" http://t.co/4P3ReH7Hm5",,
1365,"5,84370288877527E+017",2015-04-04 15:01:48,4,3,Grax al aporte d ustedes llevamos + de 63 millones en cta cte d Campaña #NuestroNorteNuestraAyuda http://t.co/zv3ooMLSLt destinado al #Norte,,
1366,"5,84347396609573E+017",2015-04-04 13:30:50,3,5,"""En las catástrofes naturales se manifiestan las injustas desigualdades."" Capellán Pablo Walker sj #TodoXChile http://t.co/REJdnftnE8",,
1367,"5,84332376014217E+017",2015-04-04 12:31:09,4,7,Al comprar agua en @LateChile estás ayudando al #Norte llega el agua y tb. las utilidades de las ventas! #TodoXChile http://t.co/9kvJv0C5oe,,
1368,"5,8416896830439E+017",2015-04-04 01:41:50,0,32,"RT @pwalkersj: ""Por los q tienen poder, pa q se pongan las pilas y no hagan la pega solo pa ganar votos"" oración Vía Crucis http://t.co/OqV…",,
1369,"5,84158813583966E+017",2015-04-04 01:01:28,4,7,"""Viernes Santo, pero esta vez es un país el q grita ""¿Por qué me has abandonado?"""" http://t.co/wBNsp1u18O #TodoXChile",,
1370,"5,84147434969965E+017",2015-04-04 00:16:16,0,11,RT @superarpobreza: Súmate a la ayuda para el Norte con un Kit de contingencia. Ingresa a http://t.co/BjZ5FDIJbK #TodoXChile http://t.co/yD…,,
1371,"5,8414680771176E+017",2015-04-04 00:13:46,0,52,RT @tv_Amaro: TVN llega a lugares en la preCordillera que hasta HOY no habían recibido ayuda. Brigadas de montaña del Ejército están en ell…,,
1372,"5,84146566698664E+017",2015-04-04 00:12:49,0,0,@roroamil envíanos un DM,,
1373,"5,84128693422989E+017",2015-04-03 23:01:47,1,5,"""Es 1 país el q grita Hoy ¿POR QUÉ ME HAS ABANDONADO? y parece q no grita tanto al alto cielo como a sus propios compatriotas"" P. Walker sj",,
1374,"5,84113226473964E+017",2015-04-03 22:00:20,1,1,En esta Semana Santa no nos olvidemos de nuestros hermanos del #NortedeChile Seguimos recibiendo donaciones en ntras sedes HC,,
1375,"5,8409855537741E+017",2015-04-03 21:02:02,1,1,"""Mucho antes q una CATASTROFE NATURAL FUE UNA CATÁSTROFE ÉTICA la q firmó ntra sentencia de muerte"" Pablo Walker sj http://t.co/6q1MQxIOoM",,
1376,"5,84064439139357E+017",2015-04-03 18:46:28,0,7,RT @MuniTalagante: Talagante apoya al Norte!!! esperamos tu ayuda en el municipio. Todo el fin de semana hasta las 21 horas @Hdecristo http…,,
1377,"5,84053274392846E+017",2015-04-03 18:02:06,0,3,RT @elqhaydecierto: @Hdecristo llama a no abandonar a Damnificados del Norte en Semana Santa http://t.co/FAPfqdQzuC #FuerzaNortedeChile htt…,,
1378,"5,839547725056E+017",2015-04-03 11:30:41,3,8,Cuando hablamos de RECONSTRUCCIÓN no sólo estamos hablando de viviendas sino de VIDAS/FAMILIAS/HOGARES #TodoXChile http://t.co/tLOfYJjGPg,,
1379,"5,83710571805205E+017",2015-04-02 19:20:19,0,0,@MuniTalagante Ok Gracias!,,
1380,"5,83710452011663E+017",2015-04-02 19:19:51,0,2,RT @InacapRancagua: INACAP y Hogar de Cristo comprometidos con el norte de Chile http://t.co/2TZ6T5Q0XU #TodosSomosUno Cc: @Hdecristo http:…,,
1381,"5,83709729400218E+017",2015-04-02 19:16:58,0,0,@MuniTalagante estarán funcionando como centro de acopio durante el fin de semana? en que horario?,,
1382,"5,83656215261094E+017",2015-04-02 15:44:20,4,10,Cuando hablamos de reconstrucción no sólo hay que considerar viviendas sino VIDAS/FAMILIAS/HOGARES #TodoXChile http://t.co/5s9LfsuHNE,,
1383,"5,83648021495358E+017",2015-04-02 15:11:46,0,0,"@LatiaElla Ya no están recibiendo, puedes traer tus donaciones hasta jotabeche 867 Est Central, bodega central HC",,
1384,"5,83466248685629E+017",2015-04-02 03:09:28,5,27,Esto está recién partiendo! Será 1 largo proceso d reparación/reconstrucción.No nos olvidemos del #Norte #TodoXChile http://t.co/ytEA9ewpk7,,
1385,"5,8336669016517E+017",2015-04-01 20:33:52,0,8,RT @EstacionMapocho: ¡Y sumamos a la @maratonsantiago! Hasta el 11 de abril extendemos campaña solidaria de #acopiodeAGUA #TodoxChile http:…,,
1386,"5,83366451412804E+017",2015-04-01 20:32:55,0,9,@Cooperativa ¡OJO! Centro Cultural Est Mapocho @EstacionMapocho Junto @FOJIChile y @balm_artejoven SOLO ACOPIO AGUA EMBOTELLADA! #TodoXChile,,
1387,"5,83358717086843E+017",2015-04-01 20:02:11,1,5,Recuenden Punto acopio en Centro Cultural Estación Mapocho: Plaza de la Cultura s/n ex estación de trenes #TodoXChile http://t.co/GrYF3Mobwe,,
1388,"5,83354533935505E+017",2015-04-01 19:45:33,0,1,"La deuda con nuestros niños, niñas y adolescentes - El Mostrador http://t.co/Cy1W7P0YV7 vía @elmostrador",,
1389,"5,83350666023813E+017",2015-04-01 19:30:11,0,3,¡OJO! Si estás fuera del País puedes colaborar c/dinero x medio de de Paypal Mira el Link:  http://t.co/dKlBNELtnn #NuestroNorteNuestraAyuda,,
1390,"5,83348735922586E+017",2015-04-01 19:22:31,0,15,RT @eldefinido: ¿Qué pasa con la ayuda en el norte? Separando los rumores de la realidad http://t.co/Ecj3ZAnV5Z #TodoXChile http://t.co/Gea…,,
1391,"5,83336900716601E+017",2015-04-01 18:35:29,0,3,"#TodoXChile Nos reúne junto a otras organizaciones para llevar, de forma organizada, ayuda y esperanza al #Norte http://t.co/kzuM1KMmqN",,
1392,"5,83324800308904E+017",2015-04-01 17:47:24,0,4,RT @vamoschillan: Hogar de Cristo de  Chillán en campaña por el Norte de Chile http://t.co/WvwYLyLcVT,,
1393,"5,83306236403253E+017",2015-04-01 16:33:38,3,16,¡Corre la voz! Seguimos recibiendo donaciones en todas nuestras sedes HC #NuestroNorteNuestraAyuda Dando #TodoXChile http://t.co/MwAC6B9iLL,,
1394,"5,83285920113271E+017",2015-04-01 15:12:54,0,7,RT @Gonzali_to: Estimados los centros de acopio del @Hdecristo estarán abiertos hasta mañana 2 de abril. Acá las direcciones: http://t.co/4…,,
1395,"5,83234992882475E+017",2015-04-01 11:50:32,0,4,"RT @DaeCcp: Campaña""UDD apoya al Norte""Presidentes de los Centros de Alumnos y DAE entregan lo recolectado en @Hdecristo @UDD_cl http://t.c…",,
1396,"5,83234424348766E+017",2015-04-01 11:48:17,0,0,@andreapaz1123 Si estás en Santiago Jotabeche 867 Estación Central,,
1397,"5,83037344208519E+017",2015-03-31 22:45:09,0,0,@caropaz_ :),,
1398,"5,83037250096726E+017",2015-03-31 22:44:47,8,33,3 FORMAS DE AYUDAR #TodoXChile 1.Dona en Centros d Acopio 2.Hazte #Voluntario 3.Compra Agua http://t.co/25l5ApqlH0 http://t.co/mLzlVwediJ,,
1399,"5,83029711447675E+017",2015-03-31 22:14:50,0,4,"RT @superarpobrezaA: RT @Hdecristo nuevo centro de acopio en el liceo José Antonio Carvajal A-4, Copiapó se necesitan 50 voluntarios URGENTE",,
1400,"5,83029290599621E+017",2015-03-31 22:13:09,0,0,@caropaz_ Si!!! en Jotabeche 867 Central de 8:30 a 20:00 hrs,,
1401,"5,82991320576238E+017",2015-03-31 19:42:16,0,4,"RT @superarpobrezaA: @Hdecristo Se requieren camionetas, camiones con chófer para trasladar mercadería dirigirse a UDA campus cordillera Co…",,
1402,"5,82985602368406E+017",2015-03-31 19:19:33,0,12,RT @TerraChile: Hogar de Cristo reunió más de 40 toneladas de ayuda al norte http://t.co/W4Vv7juBeO http://t.co/onx09prNcY,,
1403,"5,82972664110801E+017",2015-03-31 18:28:08,0,18,"RT @Educacion2020: ¡A no bajar los brazos! El norte nos necesita, hazte voluntari@ o dona artículos de aseo #TodoxChile http://t.co/XWzSZZL…",,
1404,"5,82920639801082E+017",2015-03-31 15:01:25,3,11,¿Tienes + de 18 años y quieres ayudar como Voluntario en terreno? Inscríbete aquí: http://t.co/2MhlSpqzoP http://t.co/BJWNbsl5un #TodoXChile,,
1405,"5,8291955614394E+017",2015-03-31 14:57:06,0,4,¿Tienes +18 Años y quieres ser voluntario en terreno? Inscríbete aquí: http://t.co/HLxXAEPwwm http://t.co/lYe9Pvtqk4 #TodoXChile Difunde!!!!,,
